Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1
RF,RF,RF,U,U,U
1,2,3,1,2,3
-0.0,-0.0,-0.0,0.0,0.0,0.0
9.67840563248501e-09,-1.69642078162724e-13,389.636474609375,0.0,0.0,0.025000000372529
1.97035756599462e-08,-4.47863968133788e-13,623.691223144531,0.0,0.0,0.0500000007450581
1.81629822293417e-08,-2.75113265502114e-13,797.251281738281,0.0,0.0,0.0750000029802322
1.90423818935415e-08,-5.322409180053e-13,931.952819824219,0.0,0.0,0.100000001490116
7.52081774635371e-09,-4.80282480452843e-13,1037.15222167969,0.0,0.0,0.125
3.21736308706022e-08,-3.70592445619877e-13,1117.18957519531,0.0,0.0,0.150000005960464
4.2463611293897e-08,-6.25721696678738e-13,1174.10546875,0.0,0.0,0.174999997019768
1.54117039130597e-08,-2.77111666946439e-13,1208.2021484375,0.0,0.0,0.200000002980232
1.91574827113072e-08,-4.21440660147709e-13,1218.16674804688,0.0,0.0,0.224999994039536
7.85780684964266e-08,-3.5260683262095e-13,1200.7783203125,0.0,0.0,0.25
2.40728112999022e-08,-4.35207425653061e-13,1152.03869628906,0.0,0.0,0.275000005960464
3.75560595955449e-08,-1.03028696685215e-13,1101.33984375,0.0,0.0,0.300000011920929
-5.45917799854578e-09,-4.41868763800812e-13,1056.91015625,0.0,0.0,0.324999988079071
1.45323646449924e-08,-5.97299987248334e-14,1017.58349609375,0.0,0.0,0.349999994039536
-1.08394033304648e-06,2.02214978095583e-09,981.899475097656,0.0,0.0,0.375
5.18101579416452e-08,-3.1596947280832e-13,950.07470703125,0.0,0.0,0.400000005960464
2.43286031320622e-08,-3.1907809727727e-13,921.289123535156,0.0,0.0,0.425000011920929
-4.80230255561764e-09,-5.21804821573824e-14,894.52685546875,0.0,0.0,0.449999988079071
1.15886109597341e-07,-1.32338584535319e-13,870.321166992188,0.0,0.0,0.474999994039536
-8.7741867105251e-08,1.29896093881143e-13,847.810668945313,0.0,0.0,0.5
-5.96647993234001e-08,3.05311331771918e-13,827.007873535156,0.0,0.0,0.524999976158142
9.79113679022703e-09,1.62536650805123e-13,807.6806640625,0.0,0.0,0.550000011920929
6.11810975215121e-08,8.99280649946377e-14,789.935974121094,0.0,0.0,0.574999988079071
-5.754308745054e-07,-5.72875080706581e-14,772.823303222656,0.0,0.0,0.600000023841858
-7.43059658248058e-09,9.32587340685131e-15,757.031066894531,0.0,0.0,0.625
8.32778326298467e-08,2.05613304160579e-13,742.33154296875,0.0,0.0,0.649999976158142
-1.20615567311688e-07,8.31346547158773e-10,728.050415039063,0.0,0.0,0.675000011920929
2.05251851070898e-08,-1.25122134875255e-12,714.846069335938,0.0,0.0,0.699999988079071
1.43138709773893e-08,4.41424674590962e-13,702.375549316406,0.0,0.0,0.725000023841858
