U_elastic,P_elastic,U_fracture,P_fracture
0.0,0.0,3.0923681485441326,114.49169620706581
0.2565744572877227,5.526315789473684,3.4216790659050282,108.79780613261154
0.5131489145754454,11.052631578947368,3.7678755872870986,103.64213525454359
0.7697233718631681,16.57894736842105,4.1309579881104,98.95197381892156
1.0262978291508909,22.105263157894736,4.510926485614153,94.66711911670575
1.2828722864386135,27.63157894736842,4.9077812529934315,90.73730200502149
1.5394467437263362,33.1578947368421,5.321522429687928,87.12022266324873
1.7960212010140588,38.68421052631579,5.752150128974018,83.78003397493215
2.0525956583017817,44.21052631578947,6.199664443638164,80.68615805674189
2.3091701155895046,49.73684210526316,6.664065450266078,77.81235368943625
2.565744572877227,55.26315789473684,7.1453532125203925,75.13597478977383
2.82231903016495,60.78947368421053,7.643527783670406,72.63737582671887
3.0788934874526723,66.3157894736842,8.15858920856267,70.29943133342452
3.335467944740395,71.84210526315789,8.69053752516926,68.1071447900211
3.5920424020281176,77.36842105263158,9.239372765814041,66.04732808572831
3.8486168593158405,82.89473684210526,9.80509495815127,64.10833714856325
4.105191316603563,88.42105263157895,10.387704125951974,62.27985259580539
4.361765773891286,93.94736842105263,10.987200289740134,60.55269671478398
4.618340231179009,99.47368421052632,11.603583467310576,58.918679947788945
4.874914688466731,105.0,12.236853674153002,57.37047148132787
