U_elastic,P_elastic,U_fracture,P_fracture
0.0,0.0,5.214970042998879,413.9875745153342
0.33327754259445347,21.05263157894737,5.308389781294557,397.42087814226886
0.6665550851889069,42.10526315789474,5.4188097942315645,382.12793767787525
0.9998326277833605,63.15789473684211,5.545275672413174,367.96740681405174
1.3331101703778139,84.21052631578948,5.686969075450854,354.8180908913165
1.6663877129722675,105.26315789473685,5.843184334508408,342.57548175268454
1.999665255566721,126.31578947368422,6.013309719057892,331.14898336630955
2.3329427981611746,147.3684210526316,6.196812318642258,320.45967282931423
2.6662203407556277,168.42105263157896,6.393225751615616,310.43848004561005
2.9994978833500814,189.47368421052633,6.60214010311565,301.02469755160524
3.332775425944535,210.5263157894737,6.8231936346570805,292.16475271768184
3.666052968538988,231.57894736842107,7.056065911980656,283.81118999211094
3.999330511133442,252.63157894736844,7.300472076073927,275.921822447618
4.3326080537278955,273.68421052631584,7.556158041586429,268.45902067408775
4.665885596322349,294.7368421052632,7.8228964521674875,261.3891137706439
4.999163138916802,315.7894736842105,8.100483257136705,254.68188235633548
5.3324406815112555,336.8421052631579,8.388734800952589,248.31012752556094
5.66571822410571,357.8947368421053,8.687485338076886,242.24930280400073
5.998995766700163,378.94736842105266,8.99658490244681,236.47719862146587
6.3322733092946155,400.0,9.315897473912667,230.9736707648697
