U_elastic,P_elastic,U_fracture,P_fracture
0.0,0.0,5.866302613626535,78.49949225725832
0.6479237236406792,5.2631578947368425,6.437720722819857,74.9229491622706
1.2958474472813584,10.526315789473685,7.035840039930895,71.65780084765248
1.9437711709220375,15.789473684210527,7.660660633531376,68.66511152875246
2.5916948945627167,21.05263157894737,8.312182558741005,65.91217165530988
3.2396186182033957,26.315789473684212,8.990405860273189,63.37130214088913
3.887542341844075,31.578947368421055,9.69533057470582,61.01892378701243
4.535466065484754,36.8421052631579,10.426956732194524,58.834825776642504
5.1833897891254335,42.10526315789474,11.185284357779347,56.80158529538417
5.831313512766113,47.36842105263158,11.970313472391618,54.90410308737491
6.479237236406791,52.631578947368425,12.782044093636967,53.129228812358484
7.127160960047471,57.89473684210527,13.62047623640972,51.465456589442994
7.77508468368815,63.15789473684211,14.485609913378825,49.902675858813254
8.42300840732883,68.42105263157896,15.377445135375156,48.43196618516316
9.070932130969508,73.6842105263158,16.295981911702427,47.04542722293538
9.718855854610187,78.94736842105263,17.241220250388444,45.73603701192689
10.366779578250867,84.21052631578948,18.213160158389414,44.497533247142215
11.014703301891547,89.47368421052633,19.211801641757095,43.32431329321139
11.662627025532226,94.73684210526316,20.237144705776313,42.21134958053254
12.310550749172904,100.0,21.289189355078687,41.15411769233855
