Node ASSEMBLY.1,Node ASSEMBLY.1
RF,U
0.0,0.0
252.956192016602,0.050000000745058
419.280303955078,0.1000000014901162
548.730529785156,0.1500000059604644
654.413879394531,0.200000002980232
741.982238769531,0.25
814.517211914063,0.300000011920928
873.085144042969,0.349999994039536
918.878662109375,0.400000005960464
951.749877929688,0.449999988079072
970.996948242188,0.5
974.592834472656,0.550000011920928
959.893371582031,0.600000023841858
926.594543457031,0.649999976158142
892.315368652344,0.699999988079072
861.291809082031,0.75
833.680419921875,0.800000011920928
808.516174316406,0.850000023841858
784.759643554688,0.899999976158142
764.421325683594,0.949999988079072
744.846862792969,1.0
726.110778808594,1.049999952316284
708.960693359375,1.100000023841858
693.877380371094,1.149999976158142
679.558837890625,1.200000047683716
665.8350830078131,1.25
652.7567138671881,1.299999952316284
640.3433227539061,1.350000023841858
628.5963134765631,1.399999976158142
617.4987792968755,1.450000047683716
607.2232666015631,1.5
597.2138671875002,1.549999952316284
587.8342285156251,1.600000023841858
578.928283691406,1.649999976158142
570.425231933594,1.700000047683716
562.243530273438,1.75
554.341064453125,1.799999952316284
546.71875,1.850000023841858
539.366149902344,1.899999976158142
532.235107421875,1.950000047683716
525.28955078125,2.0
518.6295776367192,2.04999995231628
512.6400146484381,2.09999990463256
506.95428466796903,2.15000009536744
501.21615600585903,2.20000004768372
495.538635253906,2.25
489.86584472656307,2.29999995231628
484.3743591308591,2.34999990463256
479.62179565429705,2.40000009536744
474.8912048339841,2.45000004768372
470.075256347656,2.5
465.12973022460943,2.54999995231628
460.715179443359,2.59999990463256
456.56616210937557,2.65000009536744
452.375396728516,2.70000004768372
447.9498291015631,2.75
443.7734375000001,2.79999995231628
440.2691650390631,2.84999990463256
436.4516906738283,2.90000009536744
432.3602294921882,2.95000004768372
428.9201354980471,3.0
425.640380859375,3.04999995231628
421.94674682617233,3.09999990463256
418.37081909179705,3.15000009536744
415.52575683593807,3.20000004768372
412.1877746582033,3.25
408.6590270996092,3.29999995231628
406.09994506835903,3.34999990463256
403.01712036132835,3.40000009536744
399.65924072265625,3.45000004768372
397.3153381347661,3.5
394.3791503906255,3.54999995231628
391.29489135742205,3.59999990463256
389.098876953125,3.65000009536744
386.1856079101561,3.70000004768372
383.5668640136723,3.75
381.345855712892,3.79999995231628
378.383422851563,3.84999990463256
376.318023681641,3.90000009536744
373.9579162597666,3.95000004768372
371.14865112304716,4.0
369.40203857421966,4.05000019073486
366.77557373046903,4.09999990463256
364.7482299804691,4.15000009536744
362.6948547363287,4.19999980926514
360.0475463867198,4.25
358.517059326173,4.30000019073486
356.02890014648403,4.34999990463256
354.3025512695311,4.40000009536744
352.2940063476561,4.44999980926514
350.0602416992198,4.5
348.5367126464846,4.55000019073486
346.07098388671955,4.59999990463256
344.76434326172006,4.65000009536744
342.54248046875006,4.69999980926514
341.01507568359403,4.75
339.1713867187501,4.80000019073486
337.2943115234381,4.84999990463256
335.8330688476563,4.90000009536744
333.63421630859654,4.94999980926514
332.51260375976676,5.0
