Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1
RF,RF,RF,U,U,U
1,2,3,1,2,3
-0.0,-0.0,-0.0,0.0,0.0,0.0
-1.48169143621146e-10,3.24549415120501e-14,0.445886015892029,0.0,0.0,0.0299999993294477
1.76045027444616e-08,-4.49091458465389e-12,0.891791880130768,0.0,0.0,0.0599999986588955
-9.61619321060425e-07,2.88331927777996e-11,1.33771872520447,0.0,0.0,0.0900000035762787
7.82641961905028e-07,-1.14667234041299e-11,1.78366613388062,0.0,0.0,0.119999997317791
-1.22197718610551e-07,-3.20417303800724e-13,2.22963905334473,0.0,0.0,0.150000005960464
-6.13990636111339e-09,6.99555691152653e-12,2.67563700675964,0.0,0.0,0.180000007152557
-1.21904818684015e-07,2.61346499996762e-12,3.12166094779968,0.0,0.0,0.209999993443489
6.24198094101303e-07,-1.36422956265037e-11,3.56771230697632,0.0,0.0,0.239999994635582
-4.75248270959128e-07,1.15421422419715e-11,4.01379251480103,0.0,0.0,0.270000010728836
3.11346212811259e-07,-6.52357334818277e-12,4.4599027633667,0.0,0.0,0.300000011920929
-4.84113726884061e-09,6.16445783307995e-12,4.9060435295105,0.0,0.0,0.330000013113022
1.02247428301894e-08,3.12165571170198e-12,5.35221719741821,0.0,0.0,0.360000014305115
3.44796760032295e-08,-2.27218244219785e-11,5.798424243927,0.0,0.0,0.389999985694885
1.15223359742345e-08,2.39860076245435e-11,6.24466609954834,0.0,0.0,0.419999986886978
1.27344268463503e-08,-5.26506616083111e-12,6.6909441947937,0.0,0.0,0.449999988079071
7.50391215831314e-09,-6.02096150714715e-12,7.1372594833374,0.0,0.0,0.479999989271164
5.05899855340886e-09,7.91747223338746e-12,7.58361339569092,0.0,0.0,0.509999990463257
1.19935705811258e-09,-5.88418203051333e-13,8.03000736236572,0.0,0.0,0.540000021457672
-4.21647960990867e-09,-1.17189868920065e-11,8.47644138336182,0.0,0.0,0.569999992847443
-6.233412896961e-09,1.3142070764971e-11,8.92291927337646,0.0,0.0,0.600000023841858
-1.01620249992607e-08,-1.1105449893023e-11,9.36943912506104,0.0,0.0,0.629999995231628
-1.44449288086435e-08,7.89485143926072e-12,9.81600475311279,0.0,0.0,0.660000026226044
-1.83814226062395e-08,-9.34061161750321e-12,10.2626152038574,0.0,0.0,0.689999997615814
-2.15160298466799e-08,1.7344348179904e-11,10.7092742919922,0.0,0.0,0.720000028610229
-2.61733106299289e-08,-9.83324532910501e-12,11.1559810638428,0.0,0.0,0.75
-3.03891312114501e-08,6.4467320370909e-12,11.6027374267578,0.0,0.0,0.779999971389771
-3.29837277490697e-08,-1.01587072087739e-11,12.0495452880859,0.0,0.0,0.810000002384186
-3.63847973972042e-08,-8.71064331775528e-12,12.4964046478271,0.0,0.0,0.839999973773956
-4.37872280656393e-08,4.09626776942673e-11,12.9433183670044,0.0,0.0,0.870000004768372
-4.71730388085234e-08,-5.02030639282225e-11,13.3902864456177,0.0,0.0,0.899999976158142
-4.74831054475544e-08,3.38399863686334e-11,13.8373098373413,0.0,0.0,0.930000007152557
-5.34031343590868e-08,-2.08236761167768e-11,14.2843904495239,0.0,0.0,0.959999978542328
-6.12898887197844e-08,3.54249962697395e-12,14.7315301895142,0.0,0.0,0.990000009536743
-6.04570260520632e-08,2.64244182091034e-12,15.1787300109863,0.0,0.0,1.01999998092651
-6.85203076500329e-08,-1.06631370400123e-12,15.6259899139404,0.0,0.0,1.04999995231628
-6.87863064285921e-08,3.29125615650128e-13,16.0733127593994,0.0,0.0,1.08000004291534
-7.7778381069038e-08,-1.65465419144084e-11,16.5206985473633,0.0,0.0,1.11000001430511
-7.79764235403491e-08,1.79659065402404e-11,16.968147277832,0.0,0.0,1.13999998569489
4.14453360519929e-09,2.45081732686003e-12,17.2778224945068,0.0,0.0,1.16999995708466
-2.79933232150142e-07,-2.12951878353351e-12,17.3362007141113,0.0,0.0,1.20000004768372
-8.00229145170306e-07,2.28027041693224e-11,17.3974704742432,0.0,0.0,1.23000001907349
-6.4006377442638e-07,-9.42059208419721e-11,17.4603385925293,0.0,0.0,1.25999999046326
-7.00216673976684e-07,-6.21919737930909e-11,17.5237560272217,0.0,0.0,1.28999996185303
1.99969392156163e-07,-2.12830308932155e-11,17.5871391296387,0.0,0.0,1.32000005245209
6.25946050547554e-09,-3.07864844728556e-13,17.6330547332764,8.81119757437285e-36,-2.87494966779067e-37,1.3426171541214
