Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1,Node ASSEMBLY.1
RF,RF,RF,U,U,U
1,2,3,1,2,3
-0.0,-0.0,-0.0,0.0,0.0,0.0
7.29938665244845e-06,-2.96898588203476e-06,24.6062755584717,6.52957911063862e-37,-6.18574004016194e-38,0.00180357368662953
