Node ASSEMBLY.2,Node ASSEMBLY.2,Node ASSEMBLY.2,Node ASSEMBLY.2,Node ASSEMBLY.2,Node ASSEMBLY.2
RF,RF,RF,U,U,U
1,2,3,1,2,3
-0.0,-0.0,-0.0,0.0,0.0,0.0
-7.3673706024735e-15,-4.45303516283246e-15,0.990496098995209,0.0,0.0,0.0199999995529652
1.08905939821824e-14,-5.34294830600857e-16,0.980491101741791,0.0,0.0,0.0399999991059303
1.59799257160032e-13,8.54004367223382e-14,0.970486104488373,0.0,0.0,0.0599999986588955
1.37844596848069e-13,4.08024308784505e-14,0.960481107234955,0.0,0.0,0.0799999982118607
4.02195637905223e-14,-9.32153659816137e-14,0.950476109981537,0.0,0.0,0.100000001490116
-1.07330810905637e-13,3.17263576521398e-14,0.940471053123474,0.0,0.0,0.119999997317791
1.38406647254286e-13,2.13804668414141e-14,0.930466055870056,0.0,0.0,0.140000000596046
1.48773354746723e-13,-1.02532565771085e-13,0.920461058616638,0.0,0.0,0.159999996423721
7.29902249752001e-14,-7.9505846350969e-14,0.91045606136322,0.0,0.0,0.180000007152557
7.74727504371242e-15,-4.72590716560362e-14,0.900451004505157,0.0,0.0,0.200000002980232
1.29923849456759e-13,1.26235827346832e-14,0.89044600725174,0.0,0.0,0.219999998807907
-1.34501784709862e-13,-1.29294144834979e-13,0.880441009998322,0.0,0.0,0.239999994635582
5.64548408021892e-14,-3.77510522842073e-14,0.870436012744904,0.0,0.0,0.259999990463257
-1.74728287394288e-13,1.02383379552151e-14,0.860430955886841,0.0,0.0,0.280000001192093
4.09568212678124e-15,1.50591344949547e-14,0.850425958633423,0.0,0.0,0.300000011920929
-8.00748356510894e-14,4.36387037616726e-14,0.840420961380005,0.0,0.0,0.319999992847443
9.69970631592432e-14,-2.63834093461313e-14,0.830415964126587,0.0,0.0,0.340000003576279
3.34125088707893e-14,5.04492281283575e-14,0.820410907268524,0.0,0.0,0.360000014305115
-6.24986173924924e-14,9.38485400503453e-16,0.810405910015106,0.0,0.0,0.379999995231628
2.90392709878518e-15,5.68642355425197e-15,0.800400912761688,0.0,0.0,0.400000005960464
-4.95454371973736e-14,1.3448964164553e-13,0.79039591550827,0.0,0.0,0.419999986886978
-9.12672715180918e-14,-1.5855372570428e-15,0.780390858650208,0.0,0.0,0.439999997615814
1.19551937793894e-13,4.53335285977019e-14,0.77038586139679,0.0,0.0,0.46000000834465
-9.41625249994971e-14,7.93809462606987e-15,0.760380864143372,0.0,0.0,0.479999989271164
-1.91242854885587e-13,3.60250024256104e-14,0.750375866889954,0.0,0.0,0.5
2.13613848831784e-14,2.96290769696839e-14,0.740370869636536,0.0,0.0,0.519999980926514
2.16028583910344e-13,3.57647939042138e-14,0.730365812778473,0.0,0.0,0.540000021457672
-3.80129955290798e-14,-1.27241966962899e-14,0.720360815525055,0.0,0.0,0.560000002384186
