U_elastic,P_elastic,U_fracture,P_fracture
0.0,0.0,4.80000019073486,85.3401412963867
0.1000000014901162,2.01344776153564,4.90000009536744,84.8554229736328
0.200000002980232,4.000832080841072,5.0,84.2249755859375
0.300000011920928,5.986703872680661,5.09999990463256,83.5334243774414
0.400000005960464,7.972169399261759,5.19999980926514,82.84572601318538
0.5,9.94317626953125,5.30000019073486,82.2144470214844
0.600000023841858,11.914013862610004,5.40000009536744,81.5297927856448
0.699999988079072,13.881433486938512,5.5,80.9287719726563
0.800000011920928,15.8399887084961,5.59999990463256,80.2658233642578
0.899999976158142,17.798604965210032,5.69999980926514,79.684814453125
1.0,19.7474746704102,5.80000019073486,79.04478454589939
1.100000023841858,21.6945152282715,5.90000009536744,78.4835586547852
1.200000047683716,23.634469985961903,6.0,77.90152740478523
1.299999952316284,25.5703945159912,6.09999990463256,77.3238830566522
1.399999976158142,27.4996719360352,6.19999980926514,76.7903442382813
1.5,29.424674987793,6.30000019073486,76.25826263427737
1.600000023841858,31.3421859741211,6.40000009536744,75.7007522583008
1.700000047683716,33.2560691833496,6.5,75.1807708740327
1.799999952316284,35.1608848571777,6.59999990463256,74.6811065673828
1.899999976158142,37.062602996827,6.69999980926514,74.189338684082
2.0,38.9546127319336,6.80000019073486,73.7051467895508
2.09999990463256,40.84278488159282,6.90000009536744,73.2283477783203
2.20000004768372,42.72209167480471,7.0,72.75539398193361
2.29999995231628,44.5950736999512,7.09999990463256,72.29064941406254
2.40000009536744,46.4618644714355,7.19999980926514,71.8364486694336
2.5,48.3183746337891,7.30000019073486,71.391960144043
2.59999990463256,50.1703300476085,7.40000009536744,70.9497909545898
2.70000004768372,52.0108451843262,7.5,70.5141067504883
2.79999995231628,53.8446846008301,7.59999990463256,70.08480072021511
2.90000009536744,55.669979095459,7.69999980926514,69.6635437011719
3.0,57.4832191467285,7.80000019073486,69.25497436523636
3.09999990463256,59.2893562316895,7.90000009536744,68.8549728393659
3.20000004768372,61.0833282470703,8.0,68.47367858886727
3.29999995231628,62.8649787902832,8.10000038146972,68.0730056762697
3.40000009536744,64.6363983154297,8.19999980926514,67.68654632569348
3.5,66.39353942871091,8.30000019073486,67.31111907959588
3.59999990463256,68.1347427368164,8.39999961853028,66.9459533691406
3.70000004768372,69.8611755371095,8.5,66.57276153565607
3.79999995231628,71.5701217651367,8.60000038146972,66.211906433111
3.90000009536744,73.25859832763678,8.69999980926514,65.8584823608398
4.0,74.923095703125,8.80000019073486,65.50096893310825
4.09999990463256,76.5601043701172,8.89999961853028,65.16551208496094
4.19999980926514,78.16510772705155,9.0,64.81005859376324
4.30000019073486,79.72956085205134,9.10000038146972,64.4693374633789
4.40000009536744,81.2410049438488,9.19999980926514,64.1260375976563
4.5,82.674690246582,9.30000019073486,63.77754592896364
4.59999990463256,83.99598693847682,9.39999961853028,63.44822311401371
4.69999980926514,85.0723190307617,9.5,63.1004066467285
,,9.60000038146972,62.7641334533691
,,9.69999980926514,62.40173721315772
,,9.80000019073486,62.02341842652112
,,9.89999961853028,61.6616020202637
,,10.0,61.2471160888672
